location,currency,month,exchange_rate_to_INR,accommodation_type,travel_purpose,traveler_type,tags,average_days,hotel_cost_on_season_INR,hotel_cost_off_season_INR,hotel_cost_on_season_local,hotel_cost_off_season_local,transport_options,transport_cost_on_season_INR,transport_cost_off_season_INR,transport_cost_on_season_local,transport_cost_off_season_local,extra_expenses_INR,extra_expenses_local,total_budget_on_season_INR,total_budget_off_season_INR
Goa,INR,July,1.0,Hostel,Leisure,Luxury Traveler,"adventure, romantic",6,17755.0,15979.5,17755.0,15979.5,Bus,5210.0,4689.0,5210.0,4689.0,3038.27,3038.27,26003.27,23706.77
Rishikesh,INR,December,1.0,Airbnb,Adventure,Family Traveler,"family, cultural, romantic",9,14193.6,10645.2,14193.6,10645.2,Bus,13134.0,9850.5,13134.0,9850.5,4205.7,4205.7,31533.3,24701.4
Rishikesh,INR,January,1.0,Airbnb,Business,Backpacker,"romantic, cultural, family",4,3745.1,3965.4,3745.1,3965.4,Car Rental,1297.1,1373.4,1297.1,1373.4,7204.44,7204.44,12246.64,12543.24
Goa,INR,August,1.0,Hostel,Leisure,Family Traveler,"solo, family",4,10880.0,9792.0,10880.0,9792.0,Train,2432.0,2188.8,2432.0,2188.8,4239.89,4239.89,17551.89,16220.69
Rome,EUR,August,90.0,Hotel,Business,Backpacker,"cultural, family, romantic",3,12754.0,11478.6,141.71,127.54,Flight,11581.0,10422.9,128.68,115.81,5574.64,61.94,29909.64,27476.14
Rishikesh,INR,January,1.0,Hotel,Business,Business Traveler,cultural,3,9339.8,9889.2,9339.8,9889.2,Flight,2748.05,2909.7,2748.05,2909.7,6548.54,6548.54,18636.39,19347.44
Rome,EUR,March,90.0,Resort,Pilgrimage,Backpacker,family,10,13192.0,11872.8,146.58,131.92,Train,14894.0,13404.6,165.49,148.94,7549.01,83.88,35635.01,32826.41
Manali,INR,November,1.0,Hostel,Adventure,Luxury Traveler,solo,12,3827.0,3444.3,3827.0,3444.3,Train,9591.0,8631.9,9591.0,8631.9,7140.25,7140.25,20558.25,19216.45
Jaipur,INR,August,1.0,Resort,Pilgrimage,Luxury Traveler,family,11,14685.0,13216.5,14685.0,13216.5,Bus,8535.0,7681.5,8535.0,7681.5,4691.64,4691.64,27911.64,25589.64
Rishikesh,INR,February,1.0,Airbnb,Business,Backpacker,"family, romantic, cultural",8,7490.2,7930.8,7490.2,7930.8,Car Rental,4255.95,4506.3,4255.95,4506.3,3534.68,3534.68,15280.83,15971.78
Kerala,INR,October,1.0,Hotel,Pilgrimage,Budget Traveler,"cultural, romantic, family",8,7606.0,6845.4,7606.0,6845.4,Bus,11296.0,10166.4,11296.0,10166.4,7420.97,7420.97,26322.97,24432.77
Dubai,AED,April,22.5,Airbnb,Pilgrimage,Family Traveler,"family, romantic, cultural",6,16384.0,14745.6,728.18,655.36,Bus,8505.0,7654.5,378.0,340.2,8334.88,370.44,33223.88,30734.98
Tokyo,JPY,August,0.55,Hotel,Leisure,Backpacker,"adventure, cultural, romantic",8,16318.0,14686.2,29669.09,26702.18,Bus,8343.0,7508.7,15169.09,13652.18,6240.84,11346.98,30901.84,28435.74
Sydney,AUD,July,55.0,Hotel,Adventure,Family Traveler,"romantic, cultural",10,13971.0,12573.9,254.02,228.62,Flight,2356.0,2120.4,42.84,38.55,4330.14,78.73,20657.14,19024.44
Goa,INR,June,1.0,Airbnb,Pilgrimage,Backpacker,adventure,11,7800.0,5850.0,7800.0,5850.0,Car Rental,8314.8,6236.1,8314.8,6236.1,4342.77,4342.77,20457.57,16428.87
Dubai,AED,January,22.5,Hostel,Adventure,Business Traveler,"solo, adventure",15,16892.05,17885.7,750.76,794.92,Train,1930.35,2043.9,85.79,90.84,7133.83,317.06,25956.23,27063.43
Manali,INR,December,1.0,Hotel,Business,Backpacker,family,5,14029.2,10521.9,14029.2,10521.9,Train,3808.8,2856.6,3808.8,2856.6,4652.51,4652.51,22490.51,18031.01
Bangkok,THB,March,2.4,Airbnb,Pilgrimage,Family Traveler,family,15,5601.0,5040.9,2333.75,2100.38,Bus,4521.0,4068.9,1883.75,1695.38,7730.02,3220.84,17852.02,16839.82
Leh,INR,August,1.0,Resort,Adventure,Backpacker,"adventure, romantic, cultural",14,14387.0,12948.3,14387.0,12948.3,Flight,5489.0,4940.1,5489.0,4940.1,3359.62,3359.62,23235.62,21248.02
Jaipur,INR,March,1.0,Airbnb,Business,Family Traveler,cultural,15,12774.0,11496.6,12774.0,11496.6,Train,6018.0,5416.2,6018.0,5416.2,4274.09,4274.09,23066.09,21186.89
Bangkok,THB,September,2.4,Airbnb,Adventure,Family Traveler,adventure,13,9868.5,10449.0,4111.88,4353.75,Train,9219.1,9761.4,3841.29,4067.25,6391.44,2663.1,25479.04,26601.84
Bangkok,THB,March,2.4,Hotel,Leisure,Backpacker,family,10,6373.0,5735.7,2655.42,2389.88,Flight,10513.0,9461.7,4380.42,3942.38,7069.95,2945.81,23955.95,22267.35
Sydney,AUD,February,55.0,Hotel,Pilgrimage,Luxury Traveler,solo,15,15529.5,16443.0,282.35,298.96,Bus,10568.9,11190.6,192.16,203.47,3525.21,64.09,29623.61,31158.81
London,GBP,April,105.0,Hotel,Adventure,Budget Traveler,romantic,11,15881.0,14292.9,151.25,136.12,Bus,1917.0,1725.3,18.26,16.43,5747.91,54.74,23545.91,21766.11
Singapore,SGD,November,62.0,Airbnb,Adventure,Backpacker,solo,10,5342.0,4807.8,86.16,77.55,Car Rental,11632.0,10468.8,187.61,168.85,6868.63,110.78,23842.63,22145.23
Cape Town,ZAR,April,4.5,Hotel,Business,Backpacker,solo,8,10576.0,9518.4,2350.22,2115.2,Bus,12516.0,11264.4,2781.33,2503.2,3449.93,766.65,26541.93,24232.73
Goa,INR,November,1.0,Hotel,Pilgrimage,Luxury Traveler,"adventure, romantic, family",4,18676.0,16808.4,18676.0,16808.4,Car Rental,6323.0,5690.7,6323.0,5690.7,8242.04,8242.04,33241.04,30741.14
Rishikesh,INR,June,1.0,Hotel,Pilgrimage,Backpacker,cultural,8,15334.8,11501.1,15334.8,11501.1,Train,2484.0,1863.0,2484.0,1863.0,6527.34,6527.34,24346.14,19891.44
Dubai,AED,August,22.5,Hotel,Adventure,Family Traveler,"solo, adventure",10,17265.0,15538.5,767.33,690.6,Car Rental,1536.0,1382.4,68.27,61.44,8364.52,371.76,27165.52,25285.42
Jaipur,INR,April,1.0,Airbnb,Adventure,Backpacker,"family, adventure, romantic",5,13961.0,12564.9,13961.0,12564.9,Bus,14873.0,13385.7,14873.0,13385.7,1938.63,1938.63,30772.63,27889.23
Sydney,AUD,March,55.0,Hotel,Pilgrimage,Family Traveler,"family, cultural, adventure",3,17872.0,16084.8,324.95,292.45,Bus,9086.0,8177.4,165.2,148.68,7309.91,132.91,34267.91,31572.11
New York,USD,October,83.0,Hotel,Business,Business Traveler,"solo, cultural",11,2937.0,2643.3,35.39,31.85,Train,8626.0,7763.4,103.93,93.53,1203.93,14.51,12766.93,11610.63
Dubai,AED,February,22.5,Resort,Adventure,Backpacker,"adventure, solo, family",15,5529.25,5854.5,245.74,260.2,Train,1652.4,1749.6,73.44,77.76,6560.76,291.59,13742.41,14164.86
New York,USD,April,83.0,Hotel,Pilgrimage,Business Traveler,"cultural, romantic",9,13340.0,12006.0,160.72,144.65,Train,11900.0,10710.0,143.37,129.04,6025.96,72.6,31265.96,28741.96
Cape Town,ZAR,August,4.5,Hostel,Adventure,Budget Traveler,family,11,2089.0,1880.1,464.22,417.8,Car Rental,3351.0,3015.9,744.67,670.2,5136.44,1141.43,10576.44,10032.44
Rishikesh,INR,April,1.0,Resort,Business,Budget Traveler,"adventure, solo, romantic",6,8620.0,7758.0,8620.0,7758.0,Flight,3036.0,2732.4,3036.0,2732.4,2965.98,2965.98,14621.98,13456.38
Istanbul,EUR,September,90.0,Hotel,Business,Family Traveler,"cultural, solo",9,15212.45,16107.3,169.03,178.97,Train,12024.1,12731.4,133.6,141.46,5620.68,62.45,32857.23,34459.38
Rishikesh,INR,December,1.0,Hostel,Leisure,Backpacker,"cultural, romantic",5,4386.0,3289.5,4386.0,3289.5,Bus,11776.8,8832.6,11776.8,8832.6,2323.81,2323.81,18486.61,14445.91
Istanbul,EUR,September,90.0,Hostel,Leisure,Budget Traveler,romantic,12,4431.9,4692.6,49.24,52.14,Bus,7059.25,7474.5,78.44,83.05,3001.25,33.35,14492.4,15168.35
Goa,INR,December,1.0,Hostel,Business,Budget Traveler,"solo, cultural",5,9728.4,7296.3,9728.4,7296.3,Flight,11850.0,8887.5,11850.0,8887.5,3162.56,3162.56,24740.96,19346.36
Istanbul,EUR,August,90.0,Airbnb,Pilgrimage,Budget Traveler,"adventure, family",3,11036.0,9932.4,122.62,110.36,Flight,4934.0,4440.6,54.82,49.34,2936.54,32.63,18906.54,17309.54
London,GBP,April,105.0,Hotel,Adventure,Family Traveler,family,4,10058.0,9052.2,95.79,86.21,Flight,7192.0,6472.8,68.5,61.65,4982.53,47.45,22232.53,20507.53
Leh,INR,October,1.0,Hotel,Pilgrimage,Backpacker,"family, solo",11,17941.0,16146.9,17941.0,16146.9,Car Rental,11596.0,10436.4,11596.0,10436.4,4310.14,4310.14,33847.14,30893.44
Goa,INR,November,1.0,Hotel,Pilgrimage,Budget Traveler,romantic,3,3754.0,3378.6,3754.0,3378.6,Car Rental,8333.0,7499.7,8333.0,7499.7,2350.64,2350.64,14437.64,13228.94
Barcelona,EUR,May,90.0,Hostel,Leisure,Family Traveler,solo,6,15684.0,11763.0,174.27,130.7,Bus,14929.2,11196.9,165.88,124.41,7523.0,83.59,38136.2,30482.9
Jaipur,INR,February,1.0,Hotel,Adventure,Family Traveler,"solo, family",12,8379.3,8872.2,8379.3,8872.2,Bus,5046.45,5343.3,5046.45,5343.3,3022.75,3022.75,16448.5,17238.25
Dubai,AED,May,22.5,Airbnb,Adventure,Backpacker,"family, solo",10,13330.8,9998.1,592.48,444.36,Car Rental,16255.2,12191.4,722.45,541.84,5442.73,241.9,35028.73,27632.23
Tokyo,JPY,March,0.55,Airbnb,Adventure,Family Traveler,"cultural, solo",8,5531.0,4977.9,10056.36,9050.73,Car Rental,8836.0,7952.4,16065.45,14458.91,7714.67,14026.67,22081.67,20644.97
Jaipur,INR,May,1.0,Airbnb,Business,Backpacker,"romantic, solo",9,14238.0,10678.5,14238.0,10678.5,Bus,6883.2,5162.4,6883.2,5162.4,3634.6,3634.6,24755.8,19475.5
Bangkok,THB,March,2.4,Hotel,Leisure,Business Traveler,"adventure, romantic",11,18764.0,16887.6,7818.33,7036.5,Train,13889.0,12500.1,5787.08,5208.38,5356.46,2231.86,38009.46,34744.16
New York,USD,April,83.0,Resort,Adventure,Luxury Traveler,"solo, family, adventure",7,4693.0,4223.7,56.54,50.89,Bus,9293.0,8363.7,111.96,100.77,5186.89,62.49,19172.89,17774.29
Cape Town,ZAR,April,4.5,Airbnb,Business,Luxury Traveler,"adventure, solo, family",10,9033.0,8129.7,2007.33,1806.6,Train,9490.0,8541.0,2108.89,1898.0,5365.24,1192.28,23888.24,22035.94
New York,USD,February,83.0,Hostel,Pilgrimage,Luxury Traveler,"family, romantic, solo",15,6272.15,6641.1,75.57,80.01,Bus,5694.15,6029.1,68.6,72.64,6523.57,78.6,18489.87,19193.77
Leh,INR,March,1.0,Resort,Leisure,Budget Traveler,"adventure, romantic, solo",3,9522.0,8569.8,9522.0,8569.8,Flight,8959.0,8063.1,8959.0,8063.1,2172.63,2172.63,20653.63,18805.53
Barcelona,EUR,April,90.0,Hostel,Business,Family Traveler,"adventure, family",12,7282.0,6553.8,80.91,72.82,Bus,5345.0,4810.5,59.39,53.45,5947.09,66.08,18574.09,17311.39
Jaipur,INR,January,1.0,Resort,Business,Business Traveler,"romantic, family",6,16489.15,17459.1,16489.15,17459.1,Train,6029.9,6384.6,6029.9,6384.6,5836.18,5836.18,28355.23,29679.88
Kerala,INR,September,1.0,Hotel,Leisure,Budget Traveler,"solo, romantic, adventure",15,9530.2,10090.8,9530.2,10090.8,Flight,12416.8,13147.2,12416.8,13147.2,7124.16,7124.16,29071.16,30362.16
New York,USD,March,83.0,Resort,Business,Backpacker,solo,14,5935.0,5341.5,71.51,64.36,Bus,9641.0,8676.9,116.16,104.54,7792.84,93.89,23368.84,21811.24
Paris,EUR,November,90.0,Hotel,Business,Luxury Traveler,"cultural, adventure",15,12458.0,11212.2,138.42,124.58,Car Rental,7060.0,6354.0,78.44,70.6,2442.82,27.14,21960.82,20009.02
Goa,INR,May,1.0,Hotel,Pilgrimage,Luxury Traveler,"family, solo",6,4384.8,3288.6,4384.8,3288.6,Flight,12909.6,9682.2,12909.6,9682.2,6117.99,6117.99,23412.39,19088.79
London,GBP,February,105.0,Resort,Adventure,Luxury Traveler,cultural,5,12177.1,12893.4,115.97,122.79,Train,3958.45,4191.3,37.7,39.92,2697.72,25.69,18833.27,19782.42
New York,USD,August,83.0,Hotel,Adventure,Business Traveler,family,12,18473.0,16625.7,222.57,200.31,Train,5417.0,4875.3,65.27,58.74,8245.77,99.35,32135.77,29746.77
Istanbul,EUR,October,90.0,Hotel,Pilgrimage,Budget Traveler,romantic,12,19684.0,17715.6,218.71,196.84,Train,11134.0,10020.6,123.71,111.34,4975.69,55.29,35793.69,32711.89
Rishikesh,INR,May,1.0,Airbnb,Business,Budget Traveler,"adventure, solo",8,13837.2,10377.9,13837.2,10377.9,Train,14607.6,10955.7,14607.6,10955.7,5711.86,5711.86,34156.66,27045.46
Kerala,INR,February,1.0,Hotel,Leisure,Business Traveler,"romantic, solo",12,14609.8,15469.2,14609.8,15469.2,Flight,8140.45,8619.3,8140.45,8619.3,5003.52,5003.52,27753.77,29092.02
Dubai,AED,May,22.5,Hostel,Leisure,Business Traveler,solo,5,14068.8,10551.6,625.28,468.96,Train,2209.2,1656.9,98.19,73.64,7107.45,315.89,23385.45,19315.95
Singapore,SGD,March,62.0,Resort,Adventure,Budget Traveler,family,4,13124.0,11811.6,211.68,190.51,Car Rental,9222.0,8299.8,148.74,133.87,3631.37,58.57,25977.37,23742.77
Istanbul,EUR,May,90.0,Hotel,Adventure,Luxury Traveler,"romantic, adventure, cultural",10,11803.2,8852.4,131.15,98.36,Bus,13312.8,9984.6,147.92,110.94,8107.64,90.08,33223.64,26944.64
Cape Town,ZAR,February,4.5,Hostel,Pilgrimage,Family Traveler,cultural,5,12517.95,13254.3,2781.77,2945.4,Train,4434.45,4695.3,985.43,1043.4,1278.95,284.21,18231.35,19228.55
Paris,EUR,August,90.0,Hostel,Leisure,Family Traveler,"cultural, solo, romantic",4,6394.0,5754.6,71.04,63.94,Flight,6910.0,6219.0,76.78,69.1,7129.83,79.22,20433.83,19103.43
Leh,INR,July,1.0,Airbnb,Business,Business Traveler,"romantic, family",3,7009.0,6308.1,7009.0,6308.1,Train,5308.0,4777.2,5308.0,4777.2,4482.65,4482.65,16799.65,15567.95
Rishikesh,INR,June,1.0,Hotel,Leisure,Backpacker,"adventure, family",8,13462.8,10097.1,13462.8,10097.1,Car Rental,17558.4,13168.8,17558.4,13168.8,4605.12,4605.12,35626.32,27871.02
Tokyo,JPY,June,0.55,Airbnb,Business,Backpacker,romantic,3,16315.2,12236.4,29664.0,22248.0,Train,13501.2,10125.9,24547.64,18410.73,7435.96,13519.93,37252.36,29798.26
Rome,EUR,March,90.0,Resort,Leisure,Luxury Traveler,adventure,10,10376.0,9338.4,115.29,103.76,Car Rental,8659.0,7793.1,96.21,86.59,4802.32,53.36,23837.32,21933.82
Istanbul,EUR,May,90.0,Airbnb,Leisure,Backpacker,family,7,19708.8,14781.6,218.99,164.24,Train,13360.8,10020.6,148.45,111.34,1163.86,12.93,34233.46,25966.06
Dubai,AED,October,22.5,Hostel,Leisure,Business Traveler,"solo, adventure, family",8,15984.0,14385.6,710.4,639.36,Car Rental,5771.0,5193.9,256.49,230.84,2112.9,93.91,23867.9,21692.4
Singapore,SGD,January,62.0,Hotel,Leisure,Family Traveler,"family, solo",15,6964.9,7374.6,112.34,118.95,Car Rental,5314.2,5626.8,85.71,90.75,8450.76,136.3,20729.86,21452.16
Jaipur,INR,June,1.0,Airbnb,Business,Luxury Traveler,solo,12,17344.8,13008.6,17344.8,13008.6,Bus,8547.6,6410.7,8547.6,6410.7,2981.16,2981.16,28873.56,22400.46
New York,USD,January,83.0,Resort,Business,Luxury Traveler,"adventure, solo, romantic",13,4301.0,4554.0,51.82,54.87,Flight,6111.5,6471.0,73.63,77.96,1244.29,14.99,11656.79,12269.29
Bangkok,THB,September,2.4,Airbnb,Adventure,Luxury Traveler,"romantic, cultural",13,11983.3,12688.2,4993.04,5286.75,Car Rental,6180.35,6543.9,2575.15,2726.62,5574.85,2322.85,23738.5,24806.95
Rome,EUR,October,90.0,Airbnb,Pilgrimage,Luxury Traveler,"cultural, solo, romantic",8,17830.0,16047.0,198.11,178.3,Train,5758.0,5182.2,63.98,57.58,2186.62,24.3,25774.62,23415.82
Cape Town,ZAR,March,4.5,Resort,Pilgrimage,Business Traveler,"cultural, romantic, solo",11,17644.0,15879.6,3920.89,3528.8,Car Rental,6851.0,6165.9,1522.44,1370.2,4095.71,910.16,28590.71,26141.21
Rishikesh,INR,June,1.0,Resort,Adventure,Family Traveler,cultural,11,11544.0,8658.0,11544.0,8658.0,Car Rental,2914.8,2186.1,2914.8,2186.1,6652.5,6652.5,21111.3,17496.6
Dubai,AED,February,22.5,Hotel,Pilgrimage,Luxury Traveler,"adventure, cultural",13,4694.55,4970.7,208.65,220.92,Train,9664.5,10233.0,429.53,454.8,3050.92,135.6,17409.97,18254.62
Bangkok,THB,March,2.4,Resort,Adventure,Luxury Traveler,"cultural, romantic, adventure",3,9089.0,8180.1,3787.08,3408.38,Train,8694.0,7824.6,3622.5,3260.25,2004.55,835.23,19787.55,18009.25
Kerala,INR,September,1.0,Hostel,Leisure,Luxury Traveler,cultural,3,15232.0,16128.0,15232.0,16128.0,Car Rental,6160.8,6523.2,6160.8,6523.2,4580.1,4580.1,25972.9,27231.3
London,GBP,November,105.0,Resort,Adventure,Backpacker,cultural,7,2659.0,2393.1,25.32,22.79,Train,2566.0,2309.4,24.44,21.99,3569.49,34.0,8794.49,8271.99
Kerala,INR,November,1.0,Hostel,Leisure,Budget Traveler,"cultural, family",10,3879.0,3491.1,3879.0,3491.1,Bus,4962.0,4465.8,4962.0,4465.8,4346.26,4346.26,13187.26,12303.16
Kerala,INR,February,1.0,Resort,Adventure,Luxury Traveler,"adventure, solo, romantic",6,14402.4,15249.6,14402.4,15249.6,Flight,2355.35,2493.9,2355.35,2493.9,8420.52,8420.52,25178.27,26164.02
Barcelona,EUR,August,90.0,Resort,Pilgrimage,Luxury Traveler,"family, solo",10,3870.0,3483.0,43.0,38.7,Train,10542.0,9487.8,117.13,105.42,5099.36,56.66,19511.36,18070.16
Dubai,AED,October,22.5,Resort,Pilgrimage,Budget Traveler,solo,9,7550.0,6795.0,335.56,302.0,Car Rental,9533.0,8579.7,423.69,381.32,3836.52,170.51,20919.52,19211.22
Tokyo,JPY,January,0.55,Airbnb,Pilgrimage,Family Traveler,family,10,1745.05,1847.7,3172.82,3359.45,Car Rental,9552.3,10114.2,17367.82,18389.45,6052.75,11005.0,17350.1,18014.65
Kerala,INR,September,1.0,Hotel,Pilgrimage,Backpacker,adventure,3,1941.4,2055.6,1941.4,2055.6,Flight,6537.35,6921.9,6537.35,6921.9,1777.42,1777.42,10256.17,10754.92
Manali,INR,January,1.0,Hostel,Adventure,Budget Traveler,adventure,15,4491.4,4755.6,4491.4,4755.6,Flight,1360.85,1440.9,1360.85,1440.9,2065.94,2065.94,7918.190000000001,8262.44
Jaipur,INR,December,1.0,Hostel,Leisure,Family Traveler,adventure,4,3805.2,2853.9,3805.2,2853.9,Bus,4196.4,3147.3,4196.4,3147.3,8225.63,8225.63,16227.23,14226.83
Goa,INR,July,1.0,Airbnb,Leisure,Budget Traveler,solo,11,17178.0,15460.2,17178.0,15460.2,Bus,8649.0,7784.1,8649.0,7784.1,6530.89,6530.89,32357.89,29775.19
Kerala,INR,July,1.0,Resort,Business,Backpacker,cultural,5,9516.0,8564.4,9516.0,8564.4,Bus,4440.0,3996.0,4440.0,3996.0,5847.76,5847.76,19803.76,18408.16
Bangkok,THB,September,2.4,Airbnb,Adventure,Budget Traveler,"solo, family",10,12455.05,13187.7,5189.6,5494.88,Bus,2967.35,3141.9,1236.4,1309.12,4222.15,1759.23,19644.55,20551.75
Singapore,SGD,June,62.0,Airbnb,Adventure,Luxury Traveler,"solo, family, adventure",14,15250.8,11438.1,245.98,184.49,Flight,2508.0,1881.0,40.45,30.34,2183.32,35.21,19942.12,15502.42
Rome,EUR,June,90.0,Hostel,Business,Backpacker,"family, adventure, solo",7,15324.0,11493.0,170.27,127.7,Bus,1838.4,1378.8,20.43,15.32,2225.21,24.72,19387.61,15097.01
London,GBP,February,105.0,Hostel,Business,Business Traveler,family,7,14593.65,15452.1,138.99,147.16,Flight,10039.35,10629.9,95.61,101.24,3626.31,34.54,28259.31,29708.31
Goa,INR,July,1.0,Hotel,Pilgrimage,Luxury Traveler,family,12,4952.0,4456.8,4952.0,4456.8,Car Rental,12808.0,11527.2,12808.0,11527.2,2852.47,2852.47,20612.47,18836.47
Barcelona,EUR,December,90.0,Hostel,Leisure,Luxury Traveler,"adventure, solo, family",11,20575.2,15431.4,228.61,171.46,Flight,7305.6,5479.2,81.17,60.88,3786.32,42.07,31667.12,24696.92
Tokyo,JPY,October,0.55,Resort,Pilgrimage,Business Traveler,"adventure, cultural",14,16168.0,14551.2,29396.36,26456.73,Train,5274.0,4746.6,9589.09,8630.18,1275.75,2319.55,22717.75,20573.55
Manali,INR,November,1.0,Hotel,Pilgrimage,Backpacker,"cultural, solo, romantic",12,7133.0,6419.7,7133.0,6419.7,Bus,14476.0,13028.4,14476.0,13028.4,7283.2,7283.2,28892.2,26731.3
Jaipur,INR,July,1.0,Airbnb,Adventure,Backpacker,"cultural, romantic, adventure",8,11758.0,10582.2,11758.0,10582.2,Car Rental,14963.0,13466.7,14963.0,13466.7,6305.92,6305.92,33026.92,30354.82
Rome,EUR,August,90.0,Hostel,Business,Backpacker,romantic,13,5867.0,5280.3,65.19,58.67,Car Rental,5516.0,4964.4,61.29,55.16,6568.92,72.99,17951.92,16813.62
Rishikesh,INR,September,1.0,Airbnb,Adventure,Luxury Traveler,"adventure, cultural",5,14630.2,15490.8,14630.2,15490.8,Bus,11994.35,12699.9,11994.35,12699.9,3002.47,3002.47,29627.02,31193.17
Leh,INR,August,1.0,Airbnb,Business,Business Traveler,"romantic, cultural, adventure",15,11998.0,10798.2,11998.0,10798.2,Flight,14090.0,12681.0,14090.0,12681.0,6216.78,6216.78,32304.78,29695.98
Goa,INR,December,1.0,Airbnb,Business,Luxury Traveler,"adventure, romantic",4,3496.8,2622.6,3496.8,2622.6,Bus,4852.8,3639.6,4852.8,3639.6,6707.57,6707.57,15057.17,12969.77
Sydney,AUD,September,55.0,Resort,Business,Backpacker,"family, cultural, adventure",6,6495.7,6877.8,118.1,125.05,Car Rental,4269.55,4520.7,77.63,82.19,2034.72,36.99,12799.97,13433.22
Leh,INR,September,1.0,Hotel,Leisure,Backpacker,"cultural, family",15,13269.35,14049.9,13269.35,14049.9,Train,12637.8,13381.2,12637.8,13381.2,3975.46,3975.46,29882.61,31406.56
Jaipur,INR,April,1.0,Resort,Leisure,Budget Traveler,"solo, romantic, adventure",10,9627.0,8664.3,9627.0,8664.3,Car Rental,14762.0,13285.8,14762.0,13285.8,6378.32,6378.32,30767.32,28328.42
Jaipur,INR,May,1.0,Hostel,Leisure,Family Traveler,adventure,8,5905.2,4428.9,5905.2,4428.9,Train,4064.4,3048.3,4064.4,3048.3,1728.92,1728.92,11698.52,9206.119999999999
Dubai,AED,April,22.5,Hotel,Pilgrimage,Family Traveler,"adventure, romantic",4,10956.0,9860.4,486.93,438.24,Flight,4128.0,3715.2,183.47,165.12,5069.86,225.33,20153.86,18645.46
Paris,EUR,October,90.0,Airbnb,Leisure,Business Traveler,"cultural, family, solo",3,16696.0,15026.4,185.51,166.96,Flight,11946.0,10751.4,132.73,119.46,3879.72,43.11,32521.72,29657.52
Sydney,AUD,February,55.0,Hotel,Pilgrimage,Backpacker,solo,12,3429.75,3631.5,62.36,66.03,Train,1698.3,1798.2,30.88,32.69,6724.76,122.27,11852.81,12154.46
Istanbul,EUR,April,90.0,Resort,Leisure,Business Traveler,"romantic, family, adventure",13,6532.0,5878.8,72.58,65.32,Train,13788.0,12409.2,153.2,137.88,1087.14,12.08,21407.14,19375.14
Cape Town,ZAR,March,4.5,Airbnb,Leisure,Business Traveler,"family, solo, adventure",9,14538.0,13084.2,3230.67,2907.6,Train,4738.0,4264.2,1052.89,947.6,2496.69,554.82,21772.69,19845.09
Manali,INR,August,1.0,Hotel,Business,Business Traveler,romantic,11,13131.0,11817.9,13131.0,11817.9,Bus,5246.0,4721.4,5246.0,4721.4,6317.34,6317.34,24694.34,22856.64
Barcelona,EUR,December,90.0,Airbnb,Business,Business Traveler,"romantic, adventure, solo",6,13874.4,10405.8,154.16,115.62,Train,4434.0,3325.5,49.27,36.95,5300.06,58.89,23608.46,19031.36
Cape Town,ZAR,December,4.5,Hotel,Adventure,Luxury Traveler,"cultural, romantic, family",7,4886.4,3664.8,1085.87,814.4,Bus,9920.4,7440.3,2204.53,1653.4,5284.72,1174.38,20091.52,16389.82
Istanbul,EUR,May,90.0,Resort,Adventure,Backpacker,cultural,12,12078.0,9058.5,134.2,100.65,Train,12763.2,9572.4,141.81,106.36,7165.26,79.61,32006.46,25796.16
Bangkok,THB,October,2.4,Airbnb,Adventure,Luxury Traveler,"romantic, cultural",12,17015.0,15313.5,7089.58,6380.62,Flight,10739.0,9665.1,4474.58,4027.13,5600.98,2333.74,33354.98,30579.58
Leh,INR,February,1.0,Resort,Adventure,Family Traveler,"solo, cultural",7,2293.3,2428.2,2293.3,2428.2,Car Rental,1405.9,1488.6,1405.9,1488.6,1975.37,1975.37,5674.57,5892.17
New York,USD,June,83.0,Resort,Pilgrimage,Backpacker,"cultural, adventure",13,10608.0,7956.0,127.81,95.86,Train,12925.2,9693.9,155.73,116.79,6391.92,77.01,29925.12,24041.82
Rishikesh,INR,April,1.0,Airbnb,Business,Budget Traveler,family,15,9763.0,8786.7,9763.0,8786.7,Bus,10781.0,9702.9,10781.0,9702.9,3576.79,3576.79,24120.79,22066.39
Bangkok,THB,November,2.4,Hostel,Business,Business Traveler,"family, solo",9,8006.0,7205.4,3335.83,3002.25,Bus,11979.0,10781.1,4991.25,4492.12,4179.48,1741.45,24164.48,22165.98
